Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,JobRole,MonthlyIncome,TotalWorkingYears
49,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,1,1941,Male,Research Director,19161,28
42,No,Travel_Rarely,419,Sales,12,4,Marketing,1,1943,Male,Sales Executive,5087,14
27,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,Female,Human Resources,2863,1
35,No,Travel_Rarely,682,Sales,18,4,Medical,1,1945,Male,Sales Executive,5561,6
28,No,Non-Travel,1103,Research & Development,16,3,Medical,1,1947,Male,Research Scientist,2144,5
31,No,Non-Travel,976,Research & Development,3,2,Medical,1,1948,Male,Research Scientist,3065,4
36,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,Male,Laboratory Technician,2810,5
34,No,Travel_Rarely,937,Sales,1,3,Marketing,1,1950,Male,Sales Executive,9888,14
34,No,Travel_Rarely,1239,Sales,13,4,Medical,1,1951,Male,Sales Executive,8628,9
26,No,Travel_Rarely,157,Research & Development,1,3,Medical,1,1952,Male,Laboratory Technician,2867,8
29,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,1954,Male,Healthcare Representative,5373,6
32,No,Non-Travel,1146,Research & Development,15,4,Medical,1,1955,Female,Healthcare Representative,6667,9
31,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,1956,Male,Research Scientist,5003,10
28,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1,1960,Male,Laboratory Technician,2367,6
38,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,1961,Male,Sales Representative,2858,20
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,Female,Sales Executive,5204,10
27,No,Travel_Rarely,954,Sales,9,3,Marketing,1,1965,Male,Sales Executive,4105,7
32,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,1966,Male,Manufacturing Director,9679,8
31,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,Male,Sales Executive,5617,10
53,Yes,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,1968,Male,Sales Executive,10448,15
54,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,1969,Female,Research Scientist,2897,9
33,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,1970,Male,Healthcare Representative,5968,9
43,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1971,Male,Healthcare Representative,7510,10
38,No,Travel_Frequently,1444,Human Resources,1,4,Other,1,1972,Male,Human Resources,2991,7
55,No,Travel_Rarely,189,Human Resources,26,4,Human Resources,1,1973,Male,Manager,19636,35
31,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1,1974,Female,Laboratory Technician,1129,1
39,No,Travel_Rarely,119,Sales,15,4,Marketing,1,1975,Male,Sales Executive,13341,21
42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1,1976,Male,Research Scientist,4332,20
31,No,Non-Travel,697,Research & Development,10,3,Medical,1,1979,Female,Research Director,11031,13
54,No,Travel_Rarely,157,Research & Development,10,3,Medical,1,1980,Female,Manufacturing Director,4440,9
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,1981,Male,Healthcare Representative,4617,4
23,No,Travel_Rarely,571,Research & Development,12,2,Other,1,1982,Male,Laboratory Technician,2647,5
40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,1985,Female,Laboratory Technician,6323,10
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1,1986,Female,Sales Executive,5677,15
25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,1987,Female,Human Resources,2187,6
30,No,Travel_Rarely,911,Research & Development,1,2,Medical,1,1989,Male,Laboratory Technician,3748,12
25,No,Travel_Rarely,977,Research & Development,2,1,Other,1,1992,Male,Laboratory Technician,3977,7
47,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,1993,Male,Healthcare Representative,8633,25
33,No,Non-Travel,1313,Research & Development,1,2,Medical,1,1994,Male,Laboratory Technician,2008,1
38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,1995,Male,Sales Executive,4440,16
31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1996,Male,Sales Representative,3067,3
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1997,Male,Manufacturing Director,5321,10
42,No,Travel_Rarely,557,Research & Development,18,4,Life Sciences,1,1998,Male,Research Scientist,5410,9
41,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1,1999,Male,Research Scientist,2782,12
47,No,Non-Travel,1162,Research & Development,1,1,Medical,1,2000,Female,Research Director,11957,14
35,No,Travel_Rarely,1490,Research & Development,11,4,Medical,1,2003,Male,Laboratory Technician,2660,5
22,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,2007,Male,Research Scientist,3375,4
35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2008,Male,Research Scientist,5098,10
33,No,Travel_Rarely,501,Research & Development,15,2,Medical,1,2009,Female,Healthcare Representative,4878,10
32,No,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,2010,Female,Laboratory Technician,2837,6
40,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,2012,Male,Laboratory Technician,2406,8
32,No,Travel_Rarely,234,Sales,1,4,Medical,1,2013,Male,Sales Representative,2269,3
39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,2014,Male,Research Scientist,4108,18
38,No,Travel_Rarely,201,Research & Development,10,3,Medical,1,2015,Female,Research Director,13206,20
32,No,Travel_Rarely,801,Sales,1,4,Marketing,1,2016,Female,Sales Executive,10422,14
37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,2017,Female,Research Director,13744,16
25,No,Travel_Rarely,1382,Sales,8,2,Other,1,2018,Female,Sales Executive,4907,6
52,No,Non-Travel,585,Sales,29,4,Life Sciences,1,2019,Male,Sales Representative,3482,16
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,Male,Research Scientist,2436,6
21,No,Travel_Rarely,501,Sales,5,1,Medical,1,2021,Male,Sales Representative,2380,2
39,No,Non-Travel,105,Research & Development,9,3,Life Sciences,1,2022,Male,Manager,19431,21
23,Yes,Travel_Frequently,638,Sales,9,3,Marketing,1,2023,Male,Sales Representative,1790,1
36,No,Travel_Rarely,557,Sales,3,3,Medical,1,2024,Female,Sales Executive,7644,10
36,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,Female,Manufacturing Director,5131,18
56,No,Non-Travel,667,Research & Development,1,4,Life Sciences,1,2026,Male,Healthcare Representative,6306,13
29,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,Male,Research Scientist,4787,4
42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,2031,Male,Manager,18880,24
56,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,1,2032,Male,Laboratory Technician,2339,14
41,No,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,2034,Female,Manufacturing Director,13570,21
34,No,Travel_Rarely,704,Sales,28,3,Marketing,1,2035,Female,Sales Executive,6712,8
36,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,Male,Sales Executive,5406,15
41,No,Travel_Rarely,930,Sales,3,3,Life Sciences,1,2037,Male,Sales Executive,8938,14
32,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,2038,Male,Research Scientist,2439,4
35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,2040,Female,Human Resources,8837,9
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,1,2041,Female,Sales Executive,5343,10
50,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,1,2044,Male,Sales Executive,6728,12
36,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,Female,Sales Executive,6652,8
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,2046,Female,Sales Executive,4850,8
40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,2048,Male,Research Scientist,2809,8
35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,Male,Healthcare Representative,5689,10
40,No,Travel_Rarely,1194,Research & Development,2,4,Medical,1,2051,Female,Research Scientist,2001,20
35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,2052,Female,Research Scientist,2977,4
29,No,Travel_Rarely,1378,Research & Development,13,2,Other,1,2053,Male,Laboratory Technician,4025,10
29,No,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,Female,Research Scientist,3785,5
50,Yes,Travel_Rarely,410,Sales,28,3,Marketing,1,2055,Male,Sales Executive,10854,20
39,No,Travel_Rarely,722,Sales,24,1,Marketing,1,2056,Female,Sales Executive,12031,21
31,No,Non-Travel,325,Research & Development,5,3,Medical,1,2057,Male,Manufacturing Director,9936,10
26,No,Travel_Rarely,1167,Sales,5,3,Other,1,2060,Female,Sales Representative,2966,5
36,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,Male,Laboratory Technician,2571,17
39,No,Travel_Rarely,613,Research & Development,6,1,Medical,1,2062,Male,Healthcare Representative,9991,9
27,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2064,Male,Manufacturing Director,6142,6
49,No,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,Male,Sales Executive,5390,17
34,No,Travel_Rarely,628,Research & Development,8,3,Medical,1,2068,Male,Laboratory Technician,4404,6
